,Name,RAT,VER,Price,SKI,WF,PAC,SHO,PAS,DRI,DEF,PHY,Popularity,BS,IGS,Weight,Height,Pos,AttackWorkRate,DefenseWorkRate
1230,Mario Gomez,88,Hero  Lengthy,20K,3,4,83,90,73,82,43,83,619,454,2157,84.0,189,ST,H,M
1231,Marcos Cafú,88,Icon  Controlled,130K,4,3,89,55,82,85,86,83,582,480,2267,74.0,176,RB,H,M
1232,Diego Milito,88,Hero  Controlled,27.75K,3,4,83,89,75,84,43,80,527,454,2190,78.0,183,ST,H,L
1233,Ricardo Carvalho,88,Hero  Controlled,18.25K,2,3,77,56,71,73,91,82,606,450,2127,79.0,183,CB,L,H
1234,Rafael Márquez,88,Hero  Lengthy,32.5K,3,3,74,65,75,74,90,88,735,466,2232,75.0,184,CB,M,H
1235,Javier Mascherano,88,Hero  Controlled,23K,3,3,76,55,76,75,89,86,830,457,2188,73.0,174,CB,L,H
1236,Diego Forlán,88,Hero  Controlled,26K,4,4,86,90,79,85,55,76,1609,471,2273,75.0,180,ST,H,H
1237,Ángel Di María,88,OTW SBC  Explosive,32.3K,5,2,85,85,88,91,52,74,-1024,475,2321,69.0,180,RW,H,M
1238,Gabriel Jesus,88,OTW  Explosive,30.5K,4,3,89,87,82,91,46,82,1342,477,2289,73.0,175,ST,H,H
1239,Raheem Sterling,88,OTW SBC  Explosive,139.15K,4,3,92,83,82,88,47,70,4354,462,2195,69.0,170,LW,H,M
1240,Niklas Süle,88,UCL LIVE  Lengthy,27.5K,3,3,76,51,70,64,89,86,1156,436,1976,99.0,195,CB,M,M
1241,Martin Ødegaard,88,Europa League  Explosive,25K,5,2,84,82,90,88,62,67,1332,473,2269,68.0,178,CAM,H,M
1242,Federico Valverde,88,Champions League  Controlled,31.5K,3,4,91,79,85,84,84,85,986,508,2375,78.0,182,CM,H,H
1243,Gerard Moreno,88,Conference League  Controlled,20K,3,4,84,89,82,87,49,77,907,468,2251,77.0,180,ST,H,M
1244,Edin Džeko,88,Rulebreakers  Lengthy,30K,3,5,89,88,68,83,48,82,2658,458,2129,80.0,193,ST,H,M
1245,David Alaba,88,Rulebreakers  Controlled,0,3,4,81,66,85,83,91,81,-790,487,2360,78.0,180,CB,M,M
1246,David Alaba,88,Rulebreakers  Controlled,0,3,4,81,66,85,83,87,87,2921,489,2367,78.0,180,CB,M,M
1247,Kai Havertz,88,Rulebreakers  Controlled,25K,4,4,88,86,77,89,49,84,2089,473,2243,82.0,189,CAM,M,M
1248,Theo Hernández,88,Out Of Position  Controlled,20K,3,4,95,82,81,85,65,85,56,493,2304,81.0,184,LW,H,M
1249,Reece James,88,Out Of Position  Controlled,30K,4,3,88,85,86,86,58,85,1106,488,2323,87.0,178,RW,H,M
1250,Gonzalo Higuaín,88,Premium SBC  Lengthy,58.15K,4,4,87,89,80,85,34,82,5087,457,2196,89.0,186,ST,H,L
1251,Kevin Trapp,88,SIF  Controlled,22.5K,1,4,87,86,82,89,48,87,263,479,903,84.0,189,GK,M,M
1252,Romelu Lukaku,88,World Cup PTG  Lengthy,23.5K,3,4,87,88,78,83,40,86,787,462,2171,94.0,191,ST,H,L
1253,Carvajal,88,World Cup PTG  Controlled,29.75K,3,3,89,58,84,84,83,84,1348,482,2267,73.0,173,RB,H,M
1254,Arkadiusz Milik,88,World Cup PTG  Lengthy,0,3,3,88,88,77,84,42,82,662,461,2207,80.0,186,ST,M,M
1255,Filip Kostic,88,World Cup Star SBC  Controlled,0,3,3,90,83,87,86,75,85,391,506,2402,84.0,184,LM,H,H
1256,Mason Mount,88,World Cup Star SBC  Controlled,6.95K,3,4,85,87,89,86,60,77,269,484,2316,74.0,180,CAM,H,H
1257,Eden Hazard,88,World Cup Star SBC  Controlled,12.5K,4,4,88,84,86,90,40,75,553,463,2240,74.0,175,LW,H,M
1258,Keylor Navas,88,World Cup Player  Controlled,0,1,3,89,84,75,89,54,87,-1,478,1071,80.0,185,GK,M,M
1259,ter Stegen,88,World Cup Player  Controlled,0,1,4,86,85,87,90,47,85,8,480,1080,85.0,187,GK,M,M
1260,João Cancelo,88,World Cup Player  Controlled,0,4,4,85,73,85,85,81,73,45,482,2290,74.0,182,LB,H,M
1261,Rúben Dias,88,World Cup Player  Lengthy,0,2,4,63,39,66,68,88,88,15,412,1928,82.0,187,CB,M,H
1262,Bernardo Silva,88,World Cup Player  Explosive,0,4,3,77,78,84,92,61,68,9,460,2221,64.0,173,CAM,H,H
1263,Luka Modric,88,World Cup Player  Explosive,0,4,4,73,76,89,88,72,66,65,464,2297,66.0,172,CM,M,M
1264,Marquinhos,88,World Cup Player  Controlled,0,3,3,79,56,75,74,89,80,17,453,2121,75.0,183,CB,M,H
1265,Jorge Campos,88,World Cup Hero  Explosive,0,3,4,95,85,82,91,86,82,-34,521,1990,65.0,170,GK,M,M
1266,Freddie Ljungberg,88,World Cup Hero  Controlled,28.5K,4,4,90,85,84,88,47,80,2171,474,2235,73.0,175,LM,M,M
1267,Robbie Keane,88,World Cup Hero  Explosive,1.16M,4,5,90,91,78,91,47,79,81,476,2269,73.0,175,ST,H,M
1268,Joe Cole,88,World Cup Hero  Explosive,0,4,4,90,86,87,91,52,72,1271,478,2280,73.0,176,LM,H,M
1269,Tim Cahill,88,World Cup Hero  Controlled,0,3,4,87,88,79,85,65,90,656,494,2375,76.0,178,ST,H,M
1270,Christian Pulisic,88,World Cup PTG  Explosive,24K,4,4,93,82,83,92,43,65,1064,458,2203,69.0,177,LW,M,M
1271,Sofiane Boufal,88,World Cup PTG  Explosive,28K,4,5,90,84,87,95,41,70,2949,467,2220,67.0,175,CF,M,L
1272,Georginio Wijnaldum,88,Road to World Cup  Controlled,29K,3,4,78,80,85,88,85,86,2203,502,2458,74.0,175,CM,H,H
1273,Gianluca Zambrotta,88,World Cup ICON  Controlled,0,4,5,89,71,83,83,87,86,746,499,2373,76.0,181,RB,H,M
1274,Sergio Busquets,88,Road to World Cup  Controlled,0,3,3,77,80,86,87,88,83,818,501,2385,76.0,189,CDM,M,M
1275,Steven Bergwijn,88,World Cup Showdown S  Controlled,53K,4,3,94,87,84,91,50,80,1813,486,2300,78.0,178,ST,H,M
1276,Luis Hernández,88,World Cup ICON  Explosive,0,4,4,92,88,73,88,48,69,580,458,2237,69.0,175,ST,H,M
1277,Marcus Rashford,88,World Cup Stories  Controlled,140K,5,4,92,87,82,86,50,81,847,478,2293,70.0,186,LW,M,L
1278,Alves da Silva,88,World Cup Stories  Explosive,0,4,3,90,78,89,86,85,82,960,510,2480,70.0,172,RB,H,M
1279,Cavani,88,World Cup Stories  Controlled,30K,3,4,87,90,75,88,58,83,391,481,2339,77.0,185,ST,H,H
1280,Leroy Sané,88,World Cup Stories  Controlled,30K,4,3,92,87,85,89,42,72,684,467,2267,80.0,183,CAM,M,M
1281,Richarlison,88,World Cup Stories  Controlled,0,4,5,89,87,80,88,61,86,660,491,2353,71.0,181,ST,H,M
1282,Hakim Ziyech,88,World Cup Showdown  Controlled,60.55K,5,2,86,85,91,87,55,70,32,474,2265,65.0,181,CAM,H,H
1283,Marcos Acuña,88,World Cup Showdown S  Controlled,64.45K,3,3,85,80,86,90,83,86,365,510,2445,69.0,172,LB,H,H
1284,Marcus Thuram,88,World Cup Showdown S  Controlled,72.25K,4,3,92,89,82,88,58,87,547,496,2312,90.0,192,ST,M,M
1285,Davor Šuker,88,World Cup ICON  Controlled,42.5K,4,4,86,91,81,90,44,76,688,468,2285,78.0,183,ST,H,M
1286,Éder Militão,88,World Cup Phenoms  Controlled,54K,2,3,87,52,75,76,88,86,642,464,2152,78.0,186,CB,M,M
1287,Bukayo Saka,88,World Cup Phenoms  Explosive,27K,4,4,91,83,83,88,68,75,1565,488,2311,65.0,178,RM,H,M
1288,Youri Tielemans,88,World Cup Phenoms  Controlled,0,4,5,73,83,89,84,82,78,-370,489,2389,72.0,176,CDM,M,M
1289,Enzo Fernández,88,World Cup Showdown S  Controlled,53.75K,3,4,85,82,87,88,83,89,3578,514,2473,77.0,180,CM,H,H
1290,Youssouf Fofana,88,World Cup Showdown S  Controlled,70.6K,3,3,81,78,84,86,86,88,153,503,2385,69.0,176,CDM,M,H
1291,Dušan Vlahovic,88,World Cup Phenoms SB  Controlled,76.4K,4,4,86,90,73,88,32,85,597,454,2159,75.0,190,ST,H,M
1292,Mislav Oršic,88,World Cup Showdown S  Explosive,21.65K,4,4,95,88,81,85,64,71,1647,484,2348,69.0,179,LW,H,H
1293,Thiago Silva,88,World Cup TOTT  Lengthy,119K,2,3,77,56,77,76,90,83,834,459,2210,79.0,183,CB,M,H
1294,Diogo Dalot,88,World Cup TOTT  Controlled,98.5K,3,4,89,73,85,88,85,87,1818,507,2397,76.0,184,RB,H,H
1295,Cody Gakpo,88,World Cup TOTT  Controlled,78K,4,4,91,88,84,90,46,82,1662,481,2264,76.0,189,ST,H,M
1296,Nick Pope,88,ShowDown SBC  Lengthy,28.45K,1,3,88,89,83,90,57,88,3487,495,965,76.0,199,GK,M,M
1297,Fikayo Tomori,88,Winter Wildcards  Controlled,23K,2,4,88,45,65,71,88,85,1554,442,2022,79.0,185,CB,M,H
1298,Virgil van Dijk,88,WC History Makers  Lengthy,0,2,3,79,58,68,69,89,84,-302,447,2084,92.0,193,CB,M,H
1299,Kylian Mbappé,88,WC History Makers  Controlled,0,5,4,94,86,76,89,33,72,-328,450,2128,73.0,182,ST,H,L
1300,Vanja Milinkovic-Savic,88,Winter Wildcards  Lengthy,30K,1,3,88,86,85,87,99,86,939,531,1138,90.0,202,GK,M,M
1301,Raphaël Varane,88,Winter Wildcards  Lengthy,26K,2,4,85,53,68,72,89,85,1267,452,2081,81.0,191,CB,M,H
1302,Martin Ødegaard,88,SIF  Explosive,17.5K,5,2,85,82,90,88,62,67,719,474,2270,68.0,178,CM,H,M
1303,Matteo Politano,88,Winter Wildcards SBC  Explosive,133.6K,4,4,92,86,85,91,49,62,6967,465,2244,67.0,171,ST,H,L
1304,Jamie Vardy,88,FUT Centurions  Controlled,23K,4,4,90,90,78,83,55,76,815,472,2306,74.0,179,ST,H,M
1305,Jordi Alba Ramos,88,FUT Centurions  Explosive,25K,3,3,90,73,85,85,82,80,1016,495,2358,68.0,170,LB,H,H
1306,Martin Terrier,88,FUT Centurions SBC  Controlled,68.25K,4,4,93,88,84,86,43,80,-489,474,2246,73.0,184,LW,H,M
1307,Parejo,88,IF  Controlled,17.5K,3,4,54,85,92,83,73,71,-124,458,2269,74.0,182,CM,M,M
1308,Fred,88,FUT Centurions  Explosive,30K,4,4,85,76,86,90,83,80,1627,500,2449,62.0,169,CM,H,H
1309,Henrikh Mkhitaryan,88,ShowDown SBC  Controlled,77.1K,4,5,89,86,86,90,63,80,1005,494,2379,75.0,177,CAM,H,L
1310,Paulo Dybala,88,IF  Explosive,20K,4,3,83,87,87,92,42,64,494,455,2235,75.0,177,ST,H,L
1311,Thiago Silva,88,IF  Controlled,30K,2,3,53,56,75,74,89,80,92,427,2123,79.0,183,CB,M,H
1312,Ilkay Gündogan,88,Player Moments  Controlled,0,4,4,78,84,88,88,78,78,-801,494,2373,80.0,180,CM,H,M
1313,Edin Džeko,88,MOTM  Lengthy,0,3,5,71,88,75,83,49,80,-1012,446,2114,80.0,193,ST,M,M
1314,Ivan Rakitic,88,IF  Controlled,15.75K,4,4,76,84,90,82,80,72,444,484,2314,78.0,184,CF,M,M
1315,Matthijs de Ligt,88,SIF  Lengthy,17.5K,2,3,80,62,65,73,88,90,494,458,2113,89.0,189,LB,M,H
1316,El Shaarawy,88,IF  Explosive,18K,5,3,93,84,84,88,57,77,2045,483,2331,73.0,178,CF,M,M
1317,Riyad Mahrez,88,IF  Explosive,14K,5,4,84,85,84,92,40,64,403,449,2168,67.0,179,RM,M,M
1318,Nicolás Otamendi,88,TOTY Honourable Ment  Controlled,0,2,3,80,63,70,69,90,87,561,459,2162,78.0,182,CB,M,H
1319,Nabil Fekir,88,TOTY Honourable Ment  Controlled,24.25K,4,4,87,87,88,88,41,85,252,476,2272,75.0,173,CAM,H,M
1320,Alphonso Davies,88,TOTY Honourable Ment  Controlled,29.5K,4,4,97,70,84,88,80,82,1190,501,2343,77.0,185,LB,H,L
1321,Borré,88,Player Moments SBC  Explosive,61.25K,3,4,87,87,84,89,60,86,-1364,493,2422,70.0,174,ST,H,H
1322,Coutinho,88,Player Moments  Explosive,0,5,4,80,85,86,91,56,65,-2790,463,2279,68.0,172,CAM,H,M
1323,Jorginho,88,Flashback SBC  Controlled,149.2K,3,4,83,76,92,88,84,84,3594,507,2440,68.0,180,CM,M,H
1324,Dani Olmo,88,IF  Explosive,15K,5,4,77,85,88,92,60,70,152,472,2293,72.0,179,CAM,M,H
1325,Stephy Mavididi,88,IF  Controlled,17.25K,4,4,95,87,81,88,40,80,2055,471,2209,71.0,182,LM,H,M
1326,Seko Fofana,88,TOTY Honourable Ment  Lengthy,171.7K,4,4,84,78,82,86,84,91,4920,505,2358,74.0,185,CM,H,H
1327,Lautaro Martínez,88,SIF  Controlled,26K,4,4,85,87,75,88,50,86,78,471,2282,72.0,174,ST,H,M
1328,Jonas Hofmann,88,TIF  Controlled,17K,3,4,83,85,87,88,72,82,175,497,2372,73.0,176,CAM,H,H
1329,Alexander Sørloth,88,LaLiga POTM SBC  Lengthy,88.35K,3,4,92,87,83,87,46,94,2427,489,2295,90.0,194,ST,H,M
1330,Jesper Lindstrøm,88,FUT Future Stars  Controlled,0,4,4,94,84,83,88,62,78,426,489,2303,66.0,182,CAM,H,M
1331,Marc Guehi,88,FUT Future Stars  Controlled,22K,2,4,82,44,71,79,89,85,933,450,2050,82.0,182,CB,M,M
1332,Mohammed Kudus,88,FUT Future Stars  Controlled,18.25K,4,3,93,81,84,88,75,85,559,506,2364,70.0,177,CAM,M,M
1333,Anthony Elanga,88,FUT Future Stars  Explosive,26K,4,3,92,85,84,88,43,68,1076,460,2225,75.0,178,RW,H,H
1334,Vanderson de Oliveira Campos,88,FUT Future Stars SBC  Controlled,74.95K,3,3,91,70,80,77,84,88,1877,490,2297,74.0,180,RB,M,M
1335,Vanderson de Oliveira Campos,88,FUT Future Stars SBC  Explosive,74.95K,4,4,92,84,86,88,70,77,500,497,2371,74.0,180,RW,H,M
1336,Anthony Gordon,88,FUT Future Stars  Controlled,0,4,5,92,87,86,89,48,74,809,476,2269,74.0,183,LW,H,M
1337,Raphinha,88,IF  Explosive,0,4,4,95,84,83,89,57,80,1299,488,2319,68.0,176,RW,H,H
1338,Tammy Abraham,88,SIF  Lengthy,16K,4,4,90,88,73,86,42,86,649,465,2155,86.0,195,ST,H,M
1339,Kingsley Coman,88,IF  Explosive,24K,5,3,94,80,82,89,32,66,513,443,2117,75.0,179,LM,M,M
1340,Quinten Timber,88,FUT Future Stars SBC  Controlled,52.3K,3,4,87,67,80,85,84,92,1192,495,2324,71.0,179,CB,H,H
1341,Quinten Timber,88,FUT Future Stars SBC  Controlled,52.3K,4,4,90,70,84,88,81,90,2057,503,2364,71.0,179,CDM,H,H
1342,Carlos Vela,88,Player Moments SBC  Controlled,48.75K,4,3,92,86,85,91,37,75,318,466,2251,77.0,177,LW,H,L
1343,Victor Osimhen,88,POTM Serie A SBC  Controlled,75.7K,4,4,95,88,73,84,47,86,3785,473,2209,78.0,185,ST,H,M
1344,Nicolò Fagioli,88,FUT Future Stars  Explosive,18.25K,3,5,86,77,88,90,80,76,1216,497,2366,72.0,178,CM,M,M
1345,Jacob Ramsey,88,FUT Future Stars  Controlled,0,3,4,85,81,86,88,80,85,48,505,2371,72.0,180,CM,H,H
1346,Fabio Carvalho,88,FUT Future Stars  Explosive,30K,4,4,89,83,82,90,60,73,965,477,2247,66.0,175,CAM,H,M
1347,Illan Meslier,88,FUT Future Stars  Controlled,28.75K,1,3,90,89,84,92,50,85,1236,490,931,74.0,196,GK,M,M
1348,Nuno Tavares,88,FUT Future Stars  Controlled,0,3,5,92,70,80,88,80,85,-1766,495,2343,75.0,183,LB,H,M
1349,Chris Smalling,88,Flashback SBC  Lengthy,118.8K,2,3,84,54,65,68,87,89,3933,447,2043,81.0,194,CB,M,H
1350,Stevan Jovetic,88,Player Moments SBC  Controlled,70.2K,4,4,90,88,83,90,41,78,790,470,2290,79.0,183,ST,H,L
1351,Nicolò Rovella,88,FUT Future Stars  Controlled,0,4,4,83,82,85,84,90,82,2138,506,2447,70.0,179,CM,M,M
1352,Sébastien Haller,88,Player Moments SBC  Lengthy,70.8K,3,5,84,88,79,84,58,99,15784,492,2375,82.0,190,ST,H,M
1353,Mario Balotelli,88,Flashback SBC  Lengthy,91.65K,5,4,90,88,80,85,38,91,4053,472,2272,94.0,190,ST,H,L
1354,Giovanni Di Lorenzo,88,IF  Controlled,16.5K,3,3,90,73,80,83,84,86,1647,496,2349,83.0,183,RB,M,M
1355,Vincenzo Grifo,88,SIF  Explosive,16.5K,4,3,83,84,88,89,48,72,104,464,2257,76.0,180,LM,M,M
1356,Rodri,88,IF  Lengthy,20.5K,3,4,60,73,80,80,84,85,74,462,2206,82.0,191,CDM,M,H
1357,Dušan Vlahovic,88,SIF  Lengthy,16.25K,3,3,85,89,72,83,32,84,79,445,2081,75.0,190,ST,M,M
1358,Wissam Ben Yedder,88,SIF  Explosive,29.75K,4,5,86,88,83,92,43,74,649,466,2278,68.0,170,ST,H,L
1359,Julian Brandt,88,Bundes POTM SBC  Controlled,34.5K,4,4,77,85,88,91,54,73,-390,468,2247,83.0,185,RM,H,M
1360,Lucas Moura,88,UCL Live  Explosive,18.5K,4,4,94,85,80,91,56,76,867,482,2344,70.0,174,RW,M,M
1361,Ferrán Torres,88,UEL Live  Controlled,15K,4,4,90,86,86,90,40,75,570,467,2249,77.0,184,LW,H,M
1362,Brais Méndez,88,UEL Live  Controlled,0,4,3,85,85,89,88,66,79,-384,492,2354,76.0,187,CAM,M,M
1363,Juan Miranda González,88,UEL Live  Controlled,16.75K,3,3,91,71,84,88,88,84,1071,506,2372,79.0,185,LB,M,M
1364,Ciro Immobile,88,SIF  Controlled,27.75K,3,4,87,89,71,83,41,79,94,450,2166,85.0,185,ST,H,M
1365,Bruno Fernandes,88,IF  Controlled,24K,4,3,76,88,90,84,70,79,279,487,2399,69.0,179,RM,H,H
1366,João Cancelo,88,Rare  Controlled,11.5K,4,4,85,73,85,85,81,73,374,482,2290,74.0,182,LB,H,M
1367,Keylor Navas,88,Rare  Controlled,10K,1,3,89,84,75,89,54,87,222,478,1071,80.0,185,GK,M,M
1368,Dani Ceballos,88,ShowDown SBC  Controlled,157.1K,4,4,84,84,88,90,80,82,575,508,2409,68.0,179,CM,H,H
1369,Nahuel Molina,88,ShowDown SBC  Controlled,114.8K,3,3,92,76,82,86,85,85,955,506,2367,70.0,175,RWB,H,H
1370,Thomas Müller,88,IF  Controlled,16.5K,3,4,70,86,84,82,57,72,167,451,2213,76.0,185,CAM,H,H
1371,Wout Weghorst,88,ShowDown SBC  Lengthy,313.85K,4,4,87,90,80,87,60,94,2421,498,2361,84.0,197,ST,H,H
1372,Steven Berghuis,88,Eredivisie POTM SBC  Controlled,28.2K,4,3,87,88,89,88,47,77,218,476,2285,75.0,182,CAM,H,M
1373,Amath Ndiaye,88,Fantasy  Explosive,20.25K,4,4,96,83,82,90,64,81,307,496,2371,70.0,173,LM,M,M
1374,Antoine Griezmann,88,TIF  Explosive,18K,4,3,87,88,88,91,58,80,592,492,2444,73.0,176,ST,M,M
1375,Marcus Rashford,88,PL POTM SBC  Controlled,598.4K,5,3,93,88,84,87,49,82,-7472,483,2319,70.0,186,LW,M,L
1376,Emre Can,88,Fantasy  Lengthy,30K,3,4,86,84,84,87,89,93,1447,523,2496,86.0,186,CM,M,H
1377,Ömer Toprak,88,Fantasy  Lengthy,25.25K,2,4,81,50,73,79,91,89,130,463,2172,83.0,186,CB,M,M
1378,Christian Benteke,88,Fantasy  Lengthy,18.5K,4,4,87,92,79,87,45,92,509,482,2320,83.0,190,ST,M,L
1379,Dante,88,Out Of Position SBC  Lengthy,60.9K,3,5,88,91,82,84,74,89,939,508,2438,91.0,189,ST,H,L
1380,Jonathan David,88,FIF  Controlled,15K,3,5,91,89,81,88,43,81,593,473,2248,77.0,180,ST,H,H
1381,Domenico Berardi,88,SIF  Controlled,19K,4,3,88,87,85,90,41,76,96,467,2258,72.0,183,RM,M,M
1382,Kevin Lasagna,88,Objectives  Controlled,0,4,4,93,86,80,88,52,75,166,474,2295,80.0,186,ST,H,L
1383,Scott McTominay,88,Objectives  Lengthy,0,3,4,81,83,82,84,86,93,1174,509,2387,88.0,193,CDM,M,H
1384,Nacho Fernández,88,Objectives  Controlled,0,2,4,83,43,75,77,89,88,1578,455,2122,76.0,180,CB,L,H
1385,Luis Díaz,88,FUT Ballers SBC  Explosive,0,4,4,93,86,81,92,37,80,2875,469,2235,73.0,180,LW,H,M
1386,Patrick Bamford,88,FUT Ballers SBC  Controlled,0,4,3,90,86,80,99,50,81,1516,486,2322,71.0,185,ST,H,H
1387,Dejan Kulusevski,88,FUT Ballers SBC  Controlled,0,4,4,88,85,86,94,62,83,639,498,2377,75.0,186,RW,H,M
1388,Jack Grealish,88,FUT Ballers SBC  Controlled,15.6K,4,3,86,83,87,89,48,75,601,468,2181,81.0,180,CAM,H,M
1389,Douglas Luiz,88,SIF  Controlled,14.25K,3,2,80,77,88,87,85,81,163,498,2371,66.0,175,CDM,H,M
1390,Frenkie de Jong,88,IF  Controlled,30K,4,3,84,70,87,88,78,80,492,487,2314,74.0,180,CM,H,M
1391,Viktor Tsygankov,88,SIF  Explosive,16K,4,4,93,84,86,88,54,69,256,474,2249,72.0,178,RM,H,M
1392,Victor Osimhen,88,TIF  Controlled,25K,3,4,95,88,73,85,46,86,573,473,2211,78.0,185,ST,H,M
1393,Emerson,88,FUT Birthday  Controlled,17K,5,3,90,72,82,85,86,88,2232,503,2344,79.0,181,RWB,H,M
1394,Joselu,88,FUT Birthday  Controlled,0,5,4,88,89,80,88,40,85,1048,470,2267,80.0,192,ST,H,M
1395,Jorge Resurrección,88,FUT Birthday  Controlled,19.75K,4,5,80,81,90,85,83,84,-72,503,2410,77.0,176,CM,M,M
1396,Jorge Resurrección,88,FUT Birthday  Controlled,25K,5,4,80,81,90,85,83,84,231,503,2410,77.0,176,CM,M,M
1397,Romelu Lukaku,88,IF  Lengthy,18.5K,3,4,83,88,78,80,40,84,-43,453,2139,94.0,191,ST,M,L
1398,Federico Valverde,88,SIF  Controlled,30K,3,4,91,79,84,83,82,84,537,503,2347,78.0,182,CAM,H,H
1399,Khvicha Kvaratskhelia,88,POTM Serie A SBC  Controlled,60.65K,4,5,92,82,85,90,52,80,2669,481,2265,70.0,183,LW,M,M
1400,Bukayo Saka,88,PL POTM SBC  Explosive,97.05K,4,4,91,84,85,89,70,72,884,491,2331,65.0,178,RW,H,M
1401,André Onana,88,FUT Birthday  Controlled,0,5,5,88,87,91,90,68,86,327,510,1136,93.0,190,GK,M,M
1402,Antony,88,FUT Birthday  Explosive,24.75K,5,5,97,82,84,90,45,77,793,475,2229,63.0,174,RW,H,M
1403,Kai Havertz,88,CL MOTM  Controlled,0,4,4,86,86,85,89,53,81,167,480,2297,82.0,189,ST,M,M
1404,Mike Maignan,88,CL MOTM  Controlled,32.5K,1,4,86,84,86,90,52,87,246,485,1138,89.0,191,GK,M,M
1405,Edmond Tapsoba,88,Europa League MOTM  Lengthy,32.5K,2,3,80,61,74,78,90,87,306,470,2164,85.0,194,CB,M,H
1406,Mattéo Guendouzi,88,FUT Birthday  Controlled,0,5,4,83,82,87,84,86,89,925,511,2445,68.0,185,CM,M,H
1407,Mattéo Guendouzi,88,FUT Birthday  Controlled,30K,4,5,83,82,87,84,86,89,668,511,2445,68.0,185,CM,M,H
1408,Adrien Rabiot,88,FUT Birthday SBC  Controlled,136.95K,3,5,84,83,86,89,85,87,4493,514,2425,80.0,192,CM,M,M
1409,Pedro,88,FUT Birthday SBC  Explosive,114.65K,5,5,90,85,86,92,41,63,3675,457,2195,65.0,169,LW,H,L
1410,Roque Santa Cruz,88,Squad Found. C.L.  Controlled,0,4,5,91,92,82,88,53,90,1102,496,2379,93.0,191,ST,H,M
1411,Georginio Wijnaldum,88,IF  Controlled,23.5K,4,4,80,81,86,88,85,86,496,506,2474,74.0,175,CDM,H,H
1412,Leroy Sané,88,SIF  Controlled,18K,4,2,92,87,85,89,43,72,157,468,2263,80.0,183,RM,M,M
1413,Facundo Medina,88,SIF  Lengthy,17.25K,2,2,85,46,73,82,88,88,624,462,2139,77.0,184,CB,M,M
1414,Rafael Leão,88,SIF  Controlled,30K,4,4,94,83,79,90,31,80,783,457,2140,81.0,188,LW,M,L
1415,Kieran Trippier,88,SIF  Controlled,17.75K,3,4,76,68,87,83,84,78,38,476,2353,71.0,173,RB,M,M
1416,David Soria,88,TIF  Lengthy,12.5K,1,3,89,88,82,89,51,88,120,487,952,85.0,192,GK,M,M
1417,Gonçalo Guedes,88,UCL Live SBC  Controlled,34.05K,4,4,93,90,81,89,44,77,1954,474,2258,68.0,179,ST,H,L
1418,Alessandro Del Piero,88,Trophy Titans - ICON  Explosive,23.25K,4,4,87,89,84,90,41,70,-334,461,2221,74.0,174,CF,M,M
1419,Michael Olise,88,IF  Explosive,16K,4,3,92,82,89,91,62,65,611,481,2300,68.0,178,RW,H,M
1420,Sergej Milinkovic-Savic,88,SIF  Lengthy,20K,4,5,71,84,84,84,81,89,81,493,2362,76.0,191,CM,H,M
1421,Michael Owen,88,Trophy Titans - ICON  Explosive,23K,3,4,91,88,68,87,32,66,-154,432,2092,70.0,173,ST,M,M
1422,Carlos Vela,88,SIF  Controlled,15K,4,4,86,88,85,90,37,73,12,459,2233,77.0,177,RW,H,L
1423,Loïs Openda,88,Ligue 1 POTM SBC  Controlled,69K,3,3,99,89,83,88,42,90,-495,491,2310,78.0,174,ST,H,L
1424,Camavinga,88,IF  Controlled,55K,4,4,88,76,88,90,85,87,2455,514,2430,68.0,182,LB,H,H
1425,Lucas Paquetá,88,IF  Controlled,16K,5,4,81,86,87,91,77,85,397,507,2432,72.0,180,CM,H,H
1426,Joey Veerman,88,TOTS  Controlled,21K,3,4,81,82,91,88,80,85,-150,507,2396,75.0,185,CM,M,M
1427,Dávid Hancko,88,TOTS  Controlled,0,2,3,85,75,84,83,88,90,279,505,2399,80.0,188,CB,H,M
1428,Morata,88,TOTS  Controlled,30K,3,4,88,90,80,87,41,87,-877,473,2274,84.0,190,ST,H,M
1429,Ramy Bensebaini,88,TOTS Moments  Controlled,15K,3,4,86,74,86,88,88,88,-13,510,2433,85.0,187,LB,H,M
1430,Cameron Carter-Vickers,88,TOTS Moments  Lengthy,15K,2,3,86,40,69,77,86,89,-69,447,2034,92.0,183,CB,M,H
1431,Nicolò Barella,88,CL MOTM  Explosive,32.5K,3,3,81,80,85,87,80,83,77,496,2408,68.0,172,CM,H,H
1432,Carl Piergianni,88,TOTS  Lengthy,20K,2,3,80,46,68,71,88,93,13,446,2093,78.0,185,CB,M,M
1433,Sam Hoskins,88,TOTS  Controlled,19K,3,3,92,83,88,89,74,90,0,516,2476,67.0,173,LM,H,H
1434,Ahmed Hegazi,88,TOTS  Lengthy,27K,2,3,82,32,62,67,90,96,108,429,1938,88.0,193,CB,M,H
1435,Marcelo Grohe,88,TOTS  Lengthy,24K,1,2,89,88,80,90,52,88,18,487,903,81.0,188,GK,M,M
1436,Andre Blake,88,TOTS  Lengthy,21K,1,2,90,88,86,91,61,89,54,505,911,79.0,188,GK,M,M
1437,Abdülkerim Bardakci,88,TOTS  Lengthy,18K,2,4,80,46,74,78,91,93,79,462,2189,80.0,190,CB,H,H
1438,Yassine Bounou,88,Europa League MOTM  Controlled,0,1,2,91,85,80,91,40,89,125,476,916,78.0,192,GK,M,M
